URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH,STATUS,ERROR
Netclan20241017,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,1,0.6666665555555741,0.032967032785895425,30.333333333333332,36.81318681318682,26.85860805860806,30.333333333333332,67,182,2.2472527472527473,2,7.730769230769231,OK,
Netclan20241018,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,10,8,0.11111110493827195,0.043902438917311125,11.38888888888889,33.41463414634146,17.921409214092144,11.38888888888889,137,410,2.234146341463415,28,7.058536585365854,OK,
Netclan20241019,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,11,4,0.46666663555555765,0.04854368916328903,25.75,24.59546925566343,20.138187702265373,25.75,76,309,1.9741100323624596,2,6.656957928802589,OK,
Netclan20241020,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,23,12,0.3142857053061227,0.08293838842905595,15.62962962962963,51.421800947867304,26.820572230998774,15.62962962962963,217,422,2.6018957345971563,7,7.869668246445498,OK,
Netclan20241021,https://insights.blackcoffer.com/development-of-ea-robot-for-automated-trading/,9,2,0.636363578512402,0.02282157671613781,11.209302325581396,35.06224066390041,18.508617195792723,11.209302325581396,169,482,2.2427385892116183,1,6.773858921161826,OK,
Netclan20241022,https://insights.blackcoffer.com/ai-and-ml-based-youtube-analytics-and-content-creation-tool-for-optimizing-subscriber-engagement-and-content-strategy/,5,1,0.6666665555555741,0.032967032785895425,30.333333333333332,36.81318681318682,26.85860805860806,30.333333333333332,67,182,2.2472527472527473,2,7.730769230769231,OK,
Netclan20241023,https://insights.blackcoffer.com/enhancing-front-end-features-and-functionality-for-improved-user-experience-and-dashboard-accuracy-in-partner-hospital-application/,10,8,0.11111110493827195,0.043902438917311125,11.38888888888889,33.41463414634146,17.921409214092144,11.38888888888889,137,410,2.234146341463415,28,7.058536585365854,OK,
Netclan20241024,https://insights.blackcoffer.com/roas-dashboard-for-campaign-wise-google-ads-budget-tracking-using-google-ads-ap/,11,4,0.46666663555555765,0.04854368916328903,25.75,24.59546925566343,20.138187702265373,25.75,76,309,1.9741100323624596,2,6.656957928802589,OK,
Netclan20241025,https://insights.blackcoffer.com/efficient-processing-and-analysis-of-financial-data-from-pdf-files-addressing-formatting-inconsistencies-and-ensuring-data-integrity-for-a-toyota-dealership-management-firm/,23,12,0.3142857053061227,0.08293838842905595,15.62962962962963,51.421800947867304,26.820572230998774,15.62962962962963,217,422,2.6018957345971563,7,7.869668246445498,OK,
Netclan20241026,https://insights.blackcoffer.com/transforming-and-managing-a-large-scale-sql-pedigree-database-to-neo4j-graph-db/,56,22,0.4358974303090073,0.06678082186063285,11.68,48.20205479452055,23.952821917808222,11.68,563,1168,2.5128424657534247,2,7.673801369863014,OK,
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,18,7,0.4399999824000007,0.0714285712244898,15.909090909090908,47.42857142857143,25.335064935064935,15.909090909090908,166,350,2.58,3,7.982857142857143,OK,
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,27,3,0.7999999733333342,0.06396588472501943,18.03846153846154,51.1727078891258,27.684467771034942,18.03846153846154,240,469,2.6631130063965887,8,8.253731343283581,OK,
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,21,6,0.5555555349794246,0.08681671997808128,17.27777777777778,48.55305466237942,26.33233297606288,17.27777777777778,151,311,2.617363344051447,6,8.890675241157556,OK,
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,13,7,0.29999998500000075,0.06309148245081551,18.647058823529413,50.1577287066246,27.52191501206161,18.647058823529413,159,317,2.634069400630915,7,8.293375394321767,OK,
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,61,17,0.56410255687048,0.09263657946242687,12.757575757575758,44.29928741092636,22.822745267400848,12.757575757575758,373,842,2.501187648456057,12,7.7565320665083135,OK,
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,27,12,0.384615374753452,0.059541984641920634,10.234375,36.030534351145036,18.505963740458014,10.234375,236,655,2.2900763358778624,5,7.158778625954199,OK,
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,77,13,0.7111111032098767,0.09054325946625427,15.53125,48.89336016096579,25.769844064386316,15.53125,486,994,2.651911468812877,44,8.083501006036217,OK,
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,6,4,0.19999998000000202,0.0510204079029571,14.0,36.224489795918366,20.089795918367347,14.0,71,196,2.438775510204082,5,8.275510204081632,OK,
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,31,11,0.476190464852608,0.06896551712813544,13.533333333333333,42.364532019704434,22.359146141215106,13.533333333333333,258,609,2.5566502463054186,4,8.448275862068966,OK,
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,37,12,0.5102040712203251,0.11395348810708492,11.025641025641026,37.906976744186046,19.573047107930833,11.025641025641026,163,430,2.3790697674418606,4,7.669767441860465,OK,
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,11,2,0.6923076390532585,0.064999999675,9.090909090909092,35.0,17.636363636363637,9.090909090909092,70,200,2.27,3,7.125,OK,
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,10,2,0.6666666111111158,0.05454545429752066,10.0,48.63636363636364,23.454545454545457,10.0,107,220,2.581818181818182,3,7.836363636363636,OK,
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,10,2,0.6666666111111158,0.0563380279045163,10.142857142857142,37.08920187793427,18.892823608316565,10.142857142857142,79,213,2.2629107981220655,3,7.422535211267606,OK,
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,17,1,0.8888888395061756,0.08571428530612245,9.545454545454545,42.857142857142854,20.961038961038962,9.545454545454545,90,210,2.5142857142857142,3,7.947619047619048,OK,
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,19,2,0.8095237709750585,0.09722222177211934,9.818181818181818,37.96296296296296,19.112457912457913,9.818181818181818,82,216,2.435185185185185,3,7.810185185185185,OK,
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,11,9,0.09999999500000024,0.08658008620528101,10.5,43.722943722943725,21.689177489177492,10.5,101,231,2.5757575757575757,3,7.731601731601732,OK,
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,15,4,0.5789473379501401,0.03941908705514712,13.027027027027026,35.892116182572614,19.567657283839857,13.027027027027026,173,482,2.2904564315352696,4,7.5995850622406635,OK,
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,22,2,0.8333332986111125,0.04347826079080025,13.8,32.427536231884055,18.491014492753624,13.8,179,552,2.1721014492753623,2,7.219202898550725,OK,
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,16,7,0.39130433081285515,0.04732510278328168,12.789473684210526,39.09465020576132,20.75364955598874,12.789473684210526,190,486,2.5,8,8.061728395061728,OK,
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,27,5,0.6874999785156257,0.06286836922815645,13.051282051282051,34.3811394891945,18.972968616190624,13.051282051282051,175,509,2.3713163064833007,2,7.6286836935167,OK,
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,21,5,0.6153845917159773,0.05869074478850848,11.657894736842104,41.309255079006775,21.18685992633955,11.657894736842104,183,443,2.4424379232505644,2,7.442437923250564,OK,
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,60,16,0.5789473608033242,0.1270903007908189,18.6875,43.97993311036789,25.066973244147157,18.6875,263,598,2.568561872909699,9,7.904682274247492,OK,
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,39,5,0.7727272551652897,0.05612244890800708,14.79245283018868,38.64795918367347,21.37616480554486,14.79245283018868,303,784,2.4260204081632653,3,8.019132653061224,OK,
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,20,6,0.5384615177514801,0.07065217372105388,14.72,33.15217391304348,19.148869565217392,14.72,122,368,2.2364130434782608,8,7.2146739130434785,OK,
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,37,31,0.08823529282006923,0.06098654703050533,10.045045045045045,36.143497757847534,18.475417121157033,10.045045045045045,403,1115,2.3426008968609864,5,7.402690582959641,OK,
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,23,28,-0.09803921376393698,0.0783410137045453,9.3,36.71274961597542,18.40509984639017,9.3,239,651,2.3010752688172045,8,7.158218125960062,OK,
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,17,9,0.30769229585798863,0.04429301525674103,9.94915254237288,43.781942078364565,21.49243784829498,9.94915254237288,257,587,2.5400340715502554,14,7.8160136286201025,OK,
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,47,6,0.7735848910644361,0.07191316136782475,13.90566037735849,39.620081411126186,21.410296715393873,13.90566037735849,292,737,2.423337856173677,1,7.457259158751696,OK,
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,69,14,0.6626505944258965,0.09940119748574706,7.198275862068965,26.586826347305387,13.514040883749741,7.198275862068965,222,835,2.088622754491018,81,6.732934131736527,OK,
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,5,0,0.99999980000004,0.018867924457102173,10.192307692307692,28.30188679245283,15.397677793904208,10.192307692307692,75,265,2.1962264150943396,5,7.30188679245283,OK,
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,14,3,0.6470587854671302,0.045698924608336224,20.666666666666668,35.215053763440864,22.352688172043017,20.666666666666668,131,372,2.2903225806451615,7,7.239247311827957,OK,
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,13,2,0.7333332844444478,0.07936507894515832,10.5,25.396825396825395,14.358730158730157,10.5,48,189,2.0105820105820107,11,6.592592592592593,OK,
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,7,1,0.7499999062500118,0.03703703686556927,12.0,29.629629629629626,16.651851851851852,12.0,64,216,2.2546296296296298,15,8.078703703703704,OK,
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,11,3,0.5714285306122479,0.07216494808162398,7.76,24.22680412371134,12.794721649484536,7.76,47,194,1.9690721649484537,23,6.448453608247423,OK,
Netclan20241061,https://insights.blackcoffer.com/monday-com-to-kpi-dashboard-to-manage-view-and-generate-insights-from-the-crm-data/,16,6,0.4545454338842984,0.09166666628472223,8.571428571428571,35.833333333333336,17.761904761904763,8.571428571428571,86,240,2.1,13,6.770833333333333,OK,
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,30,9,0.5384615246548328,0.047330097029939205,9.471264367816092,34.22330097087379,17.47782613547595,9.471264367816092,282,824,2.2439320388349513,10,7.084951456310679,OK,
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,9,6,0.19999998666666757,0.05190311400725566,17.0,29.411764705882355,18.564705882352943,17.0,85,289,2.1038062283737022,4,6.930795847750865,OK,
Netclan20241064,https://insights.blackcoffer.com/ad-networks-marketing-campaign-data-dashboard-in-looker-google-data-studio/,15,6,0.4285714081632663,0.04646017688836244,45.2,27.654867256637168,29.141946902654865,45.2,125,452,2.1194690265486726,4,6.816371681415929,OK,
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,10,12,-0.09090908677685969,0.10784313672625913,25.5,32.84313725490196,23.337254901960787,25.5,67,204,2.2794117647058822,4,7.519607843137255,OK,
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,7,2,0.5555554938271674,0.043478260659525314,34.5,31.88405797101449,26.553623188405794,34.5,66,207,2.2028985507246377,4,6.908212560386473,OK,
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,7,4,0.2727272479338866,0.02956989239362932,12.0,35.752688172043015,19.10107526881721,12.0,133,372,2.2338709677419355,33,7.134408602150538,OK,
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,11,4,0.46666663555555765,0.053571428380102044,12.173913043478262,26.785714285714285,15.583850931677018,12.173913043478262,75,280,2.075,20,6.514285714285714,OK,
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,5,10,-0.3333333111111126,0.05172413775267539,9.35483870967742,26.89655172413793,14.500556173526139,9.35483870967742,78,290,2.0620689655172413,27,6.279310344827586,OK,
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,3,1,0.49999987500003124,0.01746724883202075,8.178571428571429,33.624454148471614,16.721210230817217,8.178571428571429,77,229,2.1921397379912664,11,7.117903930131004,OK,
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,8,4,0.3333333055555579,0.05063291117876409,16.928571428571427,35.44303797468354,20.948643761301987,16.928571428571427,84,237,2.1561181434599157,8,6.949367088607595,OK,
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,10,7,0.17647057785467188,0.12686567069503232,19.142857142857142,38.80597014925373,23.179530916844353,19.142857142857142,52,134,2.3805970149253732,6,7.470149253731344,OK,
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,13,5,0.4444444197530878,0.07594936676814613,11.285714285714286,31.645569620253166,17.172513562386982,11.285714285714286,75,237,2.1392405063291138,18,6.966244725738397,OK,
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,10,3,0.5384614970414233,0.062499999699519235,9.454545454545455,35.57692307692308,18.012587412587415,9.454545454545455,74,208,2.2211538461538463,12,7.110576923076923,OK,
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,5,4,0.11111109876543349,0.0666666661728395,13.5,31.851851851851855,18.140740740740743,13.5,43,135,2.214814814814815,4,7.407407407407407,OK,
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,4,1,0.599999880000024,0.060975609012492576,16.4,31.70731707317073,19.242926829268296,16.4,26,82,2.1463414634146343,4,7.2073170731707314,OK,
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,4,8,-0.3333333055555579,0.10256410168748631,13.0,33.33333333333333,18.53333333333333,13.0,39,117,2.247863247863248,5,7.3418803418803416,OK,
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,6,4,0.19999998000000202,0.07999999936,15.625,34.4,20.01,15.625,43,125,2.264,6,7.44,OK,
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,4,1,0.599999880000024,0.05208333279079862,19.2,38.54166666666667,23.09666666666667,19.2,37,96,2.25,5,7.635416666666667,OK,
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,4,8,-0.3333333055555579,0.08571428510204082,10.76923076923077,36.42857142857142,18.879120879120876,10.76923076923077,51,140,2.307142857142857,7,7.371428571428571,OK,
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,9,0,0.9999998888889013,0.044554455224977946,10.631578947368421,32.17821782178218,17.123918707660238,10.631578947368421,65,202,2.1534653465346536,11,7.371287128712871,OK,
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,13,3,0.6249999609375024,0.06584362112821555,11.571428571428571,34.5679012345679,18.455731922398588,11.571428571428571,84,243,2.308641975308642,21,7.604938271604938,OK,
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,8,4,0.3333333055555579,0.04615384597633136,13.0,24.23076923076923,14.892307692307691,13.0,63,260,2.080769230769231,14,6.8076923076923075,OK,
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,20,12,0.24999999218750027,0.11721611678675416,11.375,29.304029304029307,16.271611721611723,11.375,80,273,2.131868131868132,16,6.798534798534798,OK,
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,7,1,0.7499999062500118,0.034334763801138354,12.263157894736842,28.75536480686695,16.407409080641518,12.263157894736842,67,233,2.1759656652360513,17,7.437768240343348,OK,
